,video_id,author,comment,vectores_tfidf,comment_stem,sentiment
6885,0a_DMgf8mxk,UCyqYIaEm4aV9UOFa7pEfInQ,"Por el medio legal nunca van a recuperar nada, tendra que haber una guerra y Mexico la lleva perdida",[0. 0. 0. ... 0. 0. 0.],medio legal nunca recuperar tendra haber guerra mexico lleva perdida,-1.0
6886,0a_DMgf8mxk,UCh3HRkvB3_yhISq9QWLDr7w,"Se debe unir una sociedad de abogados y la suprema corte y atender eso ya que obviamente fue un robo literal y un abuso hacia nuestra nación y nuestros pobladores.
Por tanto se debe regresar ese territorio y una indemnización por el uso y explotación del suelo durante el tiempo que ilegalmente han usado ese territorio nacional mexicano!
PD. El mexicano tendría la mejor economía mundial que le fue arrebatada , por qué el dólar no equiparan en nada al peso.",[0. 0. 0. ... 0. 0. 0.],debe unir sociedad abogado suprema cort atend obviament robo liter abuso hacia naci poblador debe regresar territorio indemnizaci explotaci suelo tiempo ilegalment usado territorio nacion mexicano mexicano tendr mejor econom mundial arrebatada equiparan peso,-1.0
6895,x6NnZrdSzCs,UC1cfJYJ-61ne0lAtKMPlBOA,"Que chingona historia , me dejo con suspenso y saber mas 😅",[0. 0. 0. ... 0. 0. 0.],chingona historia dejo suspenso saber,-1.0
6897,x6NnZrdSzCs,UCWehVgPrldAgtGwjU1GQDWQ,César fue el primer dictador socialista de la historia...,[0. 0. 0. ... 0. 0. 0.],primer dictador socialista historia,-1.0
6911,2ZgnaPTiQB4,UC0J0N1IizqBaENc6ej_Oy6g,Si me va mal en la prueba es culpa de ustedes,[0. 0. 0. ... 0. 0. 0.],prueba culpa usted,-1.0
6915,2ZgnaPTiQB4,UCEl7bHqou_AQNn2nZmKgTeg,La importancia fue porque se invento el bronse,[0. 0. 0. ... 0. 0. 0.],importancia invento brons,-1.0
6923,2ZgnaPTiQB4,UCALoHlfCgyA2xDg3b5bfnYA,"Tercer Periodo Intermedio 
Y
Baja época",[0. 0. 0. ... 0. 0. 0.],tercer periodo intermedio baja poca,-1.0
6925,2ZgnaPTiQB4,UCALoHlfCgyA2xDg3b5bfnYA,Democratizacion d la muerte,[0. 0. 0. ... 0. 0. 0.],democratizacion muert,-1.0
6927,jimkKsr939w,UCJMou_p1Y-nGL2BJap_ck3A,Viva España. Poca gracia.,[0. 0. 0. ... 0. 0. 0.],viva espa poca gracia,-1.0
6929,jimkKsr939w,UCH_1OJS8rndJZ2ebvwQzxkA,"Y aquí señores,este es uno de nuestros grandes problemas de nuestro país...
No saber valorar lo que tenemos,e incluso infravalorarlo como hace esta gente...
Cuando haya un país en el que por ejemplo,y me faltarían muchísimos hitos:
-Ser campeón del Mundo en fútbol masculino
-Ser Campeón del mundo femenino
-Campeon del mundo de Baloncesto
-Don Rafael Nadal(no hace falta especificar lo que ha ganado)
-Fernando Alonso
-Pau Gasol(2 anillos NBA y miembro del Halle of Fame)
-Marc Márquez
-Carolina Marin
-Real Madrid(Mejor equipo de la historia del fútbol)
Y podría poner decenas de ejemplos más.
Este es nuestro gran problema,en cualquier otro país estarían orgullosos de algo así,pero por ejemplo ésta gente como poco se ríe e infravalora un esfuerzo y unas generaciones irrepetibles",[0. 0. 0. ... 0. 0. 0.],ore grand problema saber valorar incluso infravalorarlo hace gent ejemplo faltar much simo hito camp mundo tbol masculino camp mundo femenino campeon mundo baloncesto rafael nadal hace falta especificar ganado fernando alonso gasol anillo miembro hall fame marc rquez carolina marin real madrid mejor equipo historia tbol podr poner decena ejemplo gran problema cualquier orgulloso ejemplo gent infravalora esfuerzo una generacion irrepet,-1.0
6936,jimkKsr939w,UCnuRtI1rDR13aNvVn1zNuIA,Te vas a meter tú con don Fernando Alonso Parera?,[0. 0. 0. ... 0. 0. 0.],meter fernando alonso parera,-1.0
6937,jimkKsr939w,UCiNHQYg39yqMlQM_NA8acQw,Aquí el chaval no tiene sentido lo que dice ya que habla desde su posición que el no veía fórmula 1 pero cuando ganó don Fernando se extendió en España . Y tampoco entiendo ese asco ya que podríamos decir que es asi en todos los países como Max  que cuando ganó se apareció en holanda,[0. 0. 0. ... 0. 0. 0.],chaval dice habla posici rmula fernando extendi espa tampoco entiendo asco podr amo decir apareci holanda,-1.0
6941,jimkKsr939w,UCr9m2GXM9ShnY7bl2YO8AMQ,"Esa portada viene en venganza por los famosos guiñoles de canal + que nos insultaban diciendo que ganabamos con trampas (Nadal, Iniesta, Alonso, Pau, Lorenzo etc...)
Quedar de guays 4 tolais diciendo gilipolleces sin saber nada parece deporte nacional.",[0. 0. 0. ... 0. 0. 0.],portada vien venganza famoso ole canal insultaban diciendo ganabamo trampa nadal iniesta alonso lorenzo quedar guay tolai diciendo gilipollec saber parec deport nacion,-1.0
6951,mB4v6Bl1i9c,UCpBLBIxhO9CsRhvxb_OYS0Q,"Mucha gente no queremos ese himno ni esa bandera, fueron impuestos encima de un millón de muertos, eso sí, ayudados por nazis alemanes y fascistas italianos.",[0. 0. 0. ... 0. 0. 0.],mucha gent queremo himno bandera impuesto encima mill muerto ayudado nazi aleman fascista italiano,-1.0
6965,mB4v6Bl1i9c,UC6IjnWad6iN_lDCT968jRgg,"los embalses y pantanos volados ya no eran necesarios ? en tiempos de sequía ? , por favor , que me dices de la prohibición de que cabras o vacas puedan salir al campo a pactar , de la destrucción de cultivos , del sacrificio del ganado vacuno , de la compra de aceite marroquí ,cuando somos el país que produce más aceite del mundo , de los fondos europeos para que Marruecos construya pantanos y embalses ? pero también fondos Españoles que el gobierno de Sánchez regala , previo robo a los españoles con impuestos abusivos , sabes que ya cuesta el aceite virgen extra a 12 € , sabes que lo compran a Marruecos a poco más de 2€ , unos 2'50 aprox , compramos tomate marroquí , cuando podemos enterrarlos con los tomates que produce España , el gobierno no es porco gobierno , es porcoporcopircongobierno CRIMINAL. TRAICION",[0. 0. 0. ... 0. 0. 0.],embals pantano volado necesario tiempo sequ favor dice prohibici cabra vaca puedan salir campo pactar destrucci cultivo sacrificio ganado vacuno compra aceit marroqu produc aceit mundo fondo europeo marrueco construya pantano embals tambi fondo espa ole gobierno nchez regala previo robo espa ole impuesto abusivo sabe cuesta aceit virgen extra sabe compran marrueco aprox compramo tomat marroqu podemo enterrarlo tomat produc espa gobierno porco gobierno porcoporcopircongobierno crimin traicion,-1.0
6986,bZAkHndquV8,UCRn6_uRneoCT-jpFkEH3i_g,top cosas que odio con toda mi alma,[0. 0. 0. ... 0. 0. 0.],cosa odio toda alma,-1.0
6993,--OCR7bQdNg,UCQhjbzAyQVispNv5CY-mAUQ,Al peri le quitaron sus tierras jose de la mar goberno 2 periodos en el peru termino su mandato biajo aquito se quedo dividiendo al peru puso su nombre ecuador sebque como politico quitando miles de k al peru  la historia precolombina lo dice claro,[0. 0. 0. ... 0. 0. 0.],peri quitaron tierra jose goberno periodo peru termino mandato biajo aquito quedo dividiendo peru puso nombr ecuador sebqu politico quitando mile peru historia precolombina dice claro,-1.0
6996,--OCR7bQdNg,UCelEZ6jYIjyeaovaWK4Oyrg,Si tanto dicen que no quieren mas guerra devuelvan todo lo que se robaron a Ecuador ustedes desde los incas fueron inavasores ningun peruano es amigo de nadie tienen que devolver todo a la corta o a la larga,[0. 0. 0. ... 0. 0. 0.],dicen quieren guerra devuelvan robaron ecuador usted inca inavasor ningun peruano amigo nadi devolv corta larga,-1.0
6997,--OCR7bQdNg,UCkpJOWpnKNSU-p4kKTRcsHw,"Ecuador jamás a perdido un centímetro de su territorio desde los virreinatos, las fronteras ya estaban ahí, de que  habla?? Más bien Ecuador le quito territorio a Perú con una parte del oriente, por favor no desinforme",[0. 0. 0. ... 0. 0. 0.],ecuador perdido cent metro territorio virreinato frontera habla bien ecuador quito territorio part orient favor desinform,-1.0
6998,--OCR7bQdNg,UC8f7cFbOji_Mg6mA05m1WPg,deberían ser imparciales y no retratar a los ecuatorianos como inocentes palomitas cuando ellos siempre se dedicaron a quitar territorio a otros paises,[0. 0. 0. ... 0. 0. 0.],deber imparcial retratar ecuatoriano inocent palomita siempr dedicaron quitar territorio pais,-1.0
7001,--OCR7bQdNg,UCG97w3fNysWL8naXTelR2-A,Esta bestia quiere  enpezar  otra  guerra,[0. 0. 0. ... 0. 0. 0.],bestia quier enpezar guerra,-1.0
7004,--OCR7bQdNg,UCWXwi1vSzlvSLnHP3D2xRnQ,Perú  aprovecho la crisis mundial para robar a ecuador más de 200.000 km2 el la amazonia,[0. 0. 0. ... 0. 0. 0.],aprovecho crisi mundial robar ecuador amazonia,-1.0
7005,--OCR7bQdNg,UCZquByjtTOCE7pif0cFte9w,solo dire   ecuador  y peru  somos  hermnos pero no somos patio  de eeuu ellos so crea conflictos   y se no te alinias  te  bloquea,[0. 0. 0. ... 0. 0. 0.],solo dire ecuador peru hermno patio eeuu crea conflicto alinia bloquea,-1.0
7008,z2bhKCW1B0c,UC7Uo_zcsn2pF6RqgDe5d7Lw,"te amo rocio , sin ti ya hubiera reprobado historia",[0. 0. 0. ... 0. 0. 0.],rocio reprobado historia,-1.0
7038,QnVK0P51z0o,UCS9iUo3jwfXwx3IZ1LGj5qg,"El video si lo entendí, lo que no entendí es que tengo que hacer de tarea",[0. 0. 0. ... 0. 0. 0.],video entend entend hacer tarea,-1.0
7048,D8_3wNBU4kA,UCdfkrQhMTjhac-BC_37RNGw,"La perdida de la Mitad de Nuestro territorio se veia venir, ya Estados Unidos ya le había echado el Ojo, mas que nada California.",[0. 0. 0. ... 0. 0. 0.],perdida mitad territorio veia venir unido echado california,-1.0
7050,D8_3wNBU4kA,UCEoyBPvb39k1xMjh5N2iv6w,"En tres siglos los USA no intentaron nada contra la Corona de España, que les había ayudado en su independencia del Reino Unido. En menos de 30 años México perdió el 55% de su territorio con el ""amigo del norte"". Y gracias. Porque pudo desaparece del mapa si los USA se hubieran empeñado en quedarse con el resto. Por supuesto, cualquier indio o mestizo hubiera sido exterminado como en el norte y hoy no habría universidades y presidentes predicando lo malos que eran los españoles.",[0. 0. 0. ... 0. 0. 0.],tre siglo intentaron corona espa ayudado independencia reino unido meno xico perdi territorio amigo nort gracia pudo desaparec mapa emp quedars resto supuesto cualquier indio mestizo sido exterminado nort habr universidad president predicando malo espa ole,-1.0
7052,D8_3wNBU4kA,UChJdlRLMu51GNa_vNzw_QCA,Lo malo es que la situación de los estados del norte no ha cambiado mucho. Siguen sin gran desarrollo y poco poblados. Mi duda es por que Porfirio Díaz no intento recuperar lo perdido? 🤔,[0. 0. 0. ... 0. 0. 0.],malo situaci nort cambiado siguen gran desarrollo poblado duda porfirio intento recuperar perdido,-1.0
7054,D8_3wNBU4kA,UC6TPj3v8ehESID9Ua49Kx7w,"*CHIDO-ONE, PURO YOUTUBE INFLUENCE **0:13* ‼️👍‼️
      👇
*AMIG@S DEL CHANNEL Y PAISAN@S: YA ESTAMOS RECUPERANDO EL TERRITORIO (STOLED) ROBADO;POR PARTE DE NOSOTR@S L@S PAISAN@S RADICADOS,LEGAL O NO...BUT,WHEREVER/ANYWAY: ELLOS (THE SAM UNCLE) HIZO* ILEGALMENTE ‼️
   👊🇲🇽🐉🦅🐲🇲🇽✊",[0. 0. 0. ... 0. 0. 0.],chido puro youtub influenc amig channel paisan recuperando territorio stole robado part nosotr paisan radicado legal wherev anyway uncl hizo ilegalment,-1.0
7056,D8_3wNBU4kA,UCV-htkv_HEyzZ-E16JuEPpQ,EEUU como siempre. Robando la tierra de otros.,[0. 0. 0. ... 0. 0. 0.],eeuu siempr robando tierra,-1.0
7080,ctiTC0xbyRI,UCJrA4hQmLW8Jo2L9DEnX5Tw,El Pib real es el mismo pip per cápita?,[0. 0. 0. ... 0. 0. 0.],real mismo pita,-1.0
7088,FN6gmGZ91aI,UCvwEfdoGf5ITRKHwWVNlxpA,"El ejército jamás estuvo con el pueblo a pesar de provenir de el. Restringen el armamento a quienes de verdad lo necesitan y que decir de su ""criterio"" para darlar.",[0. 0. 0. ... 0. 0. 0.],rcito pueblo pesar provenir restringen armamento verdad necesitan decir criterio darlar,-1.0
7089,FN6gmGZ91aI,UCwWdN1Knf_dlyOWHYaLLR-A,"Nambre es un robo lo del calibre para defensa del hogar, casi casi mejor tirar piedras.",[0. 0. 0. ... 0. 0. 0.],nambr robo calibr defensa hogar casi casi mejor tirar piedra,-1.0
7094,FN6gmGZ91aI,UC4LHPPl0gA6sPJajPBgvFng,"Viva México pais tercermundista en donde los derechos de las personas de bien son pisoteados y los de los delincuentes que no invierten ni en educacion ni tiempo para desempeñar un trabajo o una ocupacion de bien,son defendidos por derechos himanos mientras que los que trabajamos ,producimos y pagamos impuestos no tenemos derecho a nada mas que a estar sometidos por estos delincuentes,vamos Mexico ya cambien esas leyes tan retrogradas,nos tachan de analfabetas, incultos y no es que quieramos andar haciendo desmanes pero si ya defendernos de agresores oprtunistas que han dejado familias rotas por su violencia que uno nonpuede defender el patrimonio que ha construido a base de trabajo.",[0. 0. 0. ... 0. 0. 0.],viva xico pai tercermundista derecho persona bien pisoteado delincuent invierten educacion tiempo desemp trabajo ocupacion bien defendido derecho himano mientra trabajamo producimo pagamo impuesto derecho sometido delincuent vamo mexico cambien ley retrograda tachan analfabeta inculto quieramo andar haciendo desman defenderno agresor oprtunista dejado familia rota violencia nonpued defend patrimonio construido base trabajo,-1.0
7107,CXsso0EE5Vk,UCRqzWQNyqANnZFSENPxY6Yw,En Japón los jóvenes no quieren tener hijos y ya se están haciendo viejos deberían de darles la oportunidad en china pasa lo mismo,[0. 0. 0. ... 0. 0. 0.],vene quieren tener hijo haciendo viejo deber darl oportunidad china pasa mismo,-1.0
7109,CXsso0EE5Vk,UC7ZSI2DqnQiLxVO6MycRkAg,"Los ""derechos"" de la mujer, si como no, si no respetan estas hipócritas a las mujeres haitianas las discriminan y las insultan porqué ellas si trabajan y no se la pasan perdiendo el tiempo. Es una farsa de esos movimientos políticos porqué cuando adquieren el hueso 🦴 se les olvida los demás. Bienvenidos hermanos haitianos ojalá encuentren paz y felicidad. Ojalá deportaran a los Canadienses",[0. 0. 0. ... 0. 0. 0.],derecho mujer respetan crita mujer haitiana discriminan insultan porqu trabajan pasan perdiendo tiempo farsa movimiento tico porqu adquieren hueso olvida bienvenido hermano haitiano ojal encuentren felicidad ojal deportaran canadiens,-1.0
7111,CXsso0EE5Vk,UC-_IqdIr8IL0QMBq-nZttgQ,Que esperan para mandarlos fuera...no se sabe quiénes son...rateros ..violadores ..asesinos...que están esperando...no los queremos ..son una plaga,[0. 0. 0. ... 0. 0. 0.],esperan mandarlo sabe ratero violador asesino esperando queremo plaga,-1.0
7113,CXsso0EE5Vk,UCsCUOnHDuIgKgFAFby_-kDA,"El problema es.....que va hacer el gobierno de nuestro pais con tanto migrante.los  ahitianos son personas que buscan una oportunidad el problema es que entre mas  gente menos trabajos,comida,a mayor poblacion mas carencias por eso muchos mexicanos no tenemos tantos hijos para evitar la sobre poblacion y pobreza en nuestro pais ,delincuencia y falta de oportunidades quiza haya trabajo para algunos pero para tantos no.solo se va a encarecer todo alguna solucion debe buscar nuestro presidente antes que hayaa una sobrepoblacion en mexico y no alcancen los alimentos ni para los mexicanos. si esta bien ayudarlos pero siempre la prioridafd debemos ser los mexicanos.",[0. 0. 0. ... 0. 0. 0.],problema hacer gobierno pai migrant ahitiano persona buscan oportunidad problema gent meno trabajo comida mayor poblacion carencia mexicano tanto hijo evitar poblacion pobreza pai delincuencia falta oportunidad quiza trabajo tanto solo encarec alguna solucion debe buscar president hayaa sobrepoblacion mexico alcancen alimento mexicano bien ayudarlo siempr prioridafd debemo mexicano,-1.0
7114,CXsso0EE5Vk,UCYH120j1lDICWuT-QCNnhHA,No deberian tener hijos! Solo traen niños a sufrir y quieren que nuestro pais les brinde toda la comodidad!,[0. 0. 0. ... 0. 0. 0.],deberian tener hijo solo traen sufrir quieren pai brind toda comodidad,-1.0
7115,CXsso0EE5Vk,UCxoZEbcguFQHcZTFbVVqY3A,"La verdad México, ya no debería permitir la entrada de más inmigrantes, porque solo han venido a causar destrucción, desmanes, problemas junto con los venezolanos y que no respetan las reglas de un país. Uno que otro si respeta y es educado. 
Donde deben exigir, protestar y causar todo tipo de desmanes es en sus respectivos países con sus gobernantes. 
Pero AMLO, ya debería sacar a TODOS los inmigrantes. He dicho. 🤫",[0. 0. 0. ... 0. 0. 0.],verdad xico deber permitir entrada inmigrant solo venido causar destrucci desman problema junto venezolano respetan regla respeta educado deben exigir protestar causar tipo desman respectivo gobernant amlo deber sacar inmigrant dicho,-1.0
7116,CXsso0EE5Vk,UC2xE5QzgBQv-Eb2x6tkVv_A,El maldito Amlo no los regresa a su país,[0. 0. 0. ... 0. 0. 0.],maldito amlo regresa,-1.0
7117,CXsso0EE5Vk,UC0QTXTmYvA9sXMM9aje3AKA,El planeta d los simios ESTA invadiendo mexico 🥴,[0. 0. 0. ... 0. 0. 0.],planeta simio invadiendo mexico,-1.0
7119,CXsso0EE5Vk,UCe3mqat_JMXMPgh0ABeZLDA,No queremos más extranjeros y no puede México tener a mas extranjeros ilegales.,[0. 0. 0. ... 0. 0. 0.],queremo extranjero pued xico tener extranjero ilegal,-1.0
7122,CXsso0EE5Vk,UCNa7reGtst9AfK9w96wUp4g,"Que ya no dejen pasar a nadie y que los que ya están en México sea devueltos a sus respectivos países, No queremos más inmigrantes y extranjeros viviendo en México",[0. 0. 0. ... 0. 0. 0.],dejen pasar nadi xico devuelto respectivo queremo inmigrant extranjero viviendo xico,-1.0
7125,CXsso0EE5Vk,UCQDXoH4yDum_9YSqZmrzKCg,"Que se regresen a su países de origen y luchen por su país, ahí de donde son les va ir mejor entrar a países extranjeros siempre se les va a discriminar y van a sufrir mucho, regresen a sus países y luchen contra sus gobernantes que son corruptos y rateros luchen por sus tierras y las riquezas naturales de sus paises",[0. 0. 0. ... 0. 0. 0.],regresen origen luchen mejor entrar extranjero siempr discriminar sufrir regresen luchen gobernant corrupto ratero luchen tierra riqueza natural pais,-1.0
7126,CXsso0EE5Vk,UCJN6sD47ag_9LY_R_CNKbow,Desgraciadamente 🤷🏻‍♂️,[0. 0. 0. ... 0. 0. 0.],desgraciadament,-1.0
7127,jMBRbDGDsTs,UCU8ZubCk_IMVLuRSB0Izh4Q,"Y esta wea, LOS MAPUCHES SON CHILENOS OSEA EL QUE MATA Tiene que pagar y no saben lo que realmente pasa 

Ahora el chileno es más Capitalista por sus ideas eh intereses",[0. 0. 0. ... 0. 0. 0.],mapuch chileno osea mata pagar saben realment pasa ahora chileno capitalista idea interes,-1.0
7130,GXkjOdbhZ6o,UCthzyj2Yv3fZTkLz2Dso97A,Eta como asesinos cobrarían en dólares y rublos. Su negocio era matar.,[0. 0. 0. ... 0. 0. 0.],asesino cobrar lare rublo negocio matar,-1.0
7131,GXkjOdbhZ6o,UCFvacgmEDe24MfvA4ZHumVA,Tanto presidir para que?? Ahora es cuando necrsitamos a la monarquia y es ahora cuando no la tenemos. Que se larguen de España pero ya... Estan tardando. Traidores,[0. 0. 0. ... 0. 0. 0.],presidir ahora necrsitamo monarquia ahora larguen espa estan tardando traidor,-1.0
7133,GXkjOdbhZ6o,UCXeXq-eBVuJ8T_MDNZNorOQ,por mí toda la familia real se puede ir al paro. Para lo que sirven... legitimar a un golpista.,[0. 0. 0. ... 0. 0. 0.],toda familia real pued paro sirven legitimar golpista,-1.0
7143,GXkjOdbhZ6o,UC5-OcslrA8q_xI0ItCGrAkA,Que Dios nos ampare de tanta falsedades,[0. 0. 0. ... 0. 0. 0.],dio ampar tanta falsedad,-1.0
7145,GXkjOdbhZ6o,UCVfACHTd_QnS6XWNYuGWn5A,"El discurso del  rey Felipe VI, como si nada, ni una alusión,  a los socios todos ellos sucios del gobierno. 
Cosa que me genera  extrañeza, con un ambicioso,  envidioso al lado, no sé  cómo  no se puede hacer un discurso,  incluyendo  a los indeseables para gran parte de España.  La política  emporcocha, enriquece, y ata al sillón  rojo que casi  todos les queda GRANDE,.empezando por Sánchez que para nada es un hombre de Estado, ni carismático.  Ni tiene educación,  para tratar con altas Jerarquías.",[0. 0. 0. ... 0. 0. 0.],discurso felip alusi socio sucio gobierno cosa genera extra ambicioso envidioso lado pued hacer discurso incluyendo indes gran part espa tica emporcocha enriquec sill rojo casi queda grand empezando nchez hombr carism tico educaci tratar alta jerarqu,-1.0
7147,GXkjOdbhZ6o,UC5-OcslrA8q_xI0ItCGrAkA,"Nuestra democracia esta pisoteada,😢😢😢",[0. 0. 0. ... 0. 0. 0.],democracia pisoteada,-1.0
7148,GXkjOdbhZ6o,UCmattuATFLeRJZ2WGtVV6Kg,Menuda hipocresía,[0. 0. 0. ... 0. 0. 0.],menuda hipocr,-1.0
7163,f9leeMGExX8,UCk8oVjEeunW7PT5O7i2CF8w,Curiosamente el Algoritmo me trajo aquí. Cada vez somos menos los que consumimos contenido extenso. Gracias por la invaluable información.,[0. 0. 0. ... 0. 0. 0.],curiosament algoritmo trajo cada meno consumimo contenido extenso gracia invalu informaci,-1.0
7191,S_Y9OmzUySc,UCZ3W6hPJhadULuE-mK5LCmg,muy interesante los dos sesgos,[0. 0. 0. ... 0. 0. 0.],interesant sesgo,-1.0
7207,Yx-P3_i1yEU,UCCQXPyrGxOTeyzZEQ71_S4g,Si los líderes del mundo se han entorpecido generando guerras por la ambición del dinero para obtener el poder y volver a los pueblos más pobres cuando no había la Inteligencia artificial ahora la Inteligencia artificial los va a acabar de enloquecer Se ha perdido la sabiduría y el liderazgo de los líderes del mundo han olvidado que los pueblos son seres humanos y se dedican a crear armas para acabar con el ser humano y la naturaleza el planeta se está destruyendo por la inteligencia humana y ahora la Inteligencia artificial se une para seguirla destruyendo todo el planeta va como el buey al degolladero por la falta de cordura y de inteligencia de los gobernantes del mundo Por qué lugar de ser sabio Se volvieron necios por la ambición al dinero el pueblo de sus países están sufriendo cuando ellos están en cuna de oro Por qué están llenos no se da cuenta que hay una población padeciendo líderes que han perdido la sensibilidad de razonar Y ser personas dependencia humanitaria dónde irá a llegar la humanidad Cuándo hay unos líderes a nivel mundial entorpecido el poder que no les importa acabar a los que lo habitan ahí está la ignorancia del ser humano dicen los sagrados libros qué Maldito el hombre que confía en el hombre Por qué la sabiduría de los hombres es torpe y negligente,[0. 0. 0. ... 0. 0. 0.],dere mundo entorpecido generando guerra ambici dinero obten poder volver pueblo pobr inteligencia artifici ahora inteligencia artifici acabar enloquec perdido sabidur liderazgo dere mundo olvidado pueblo sere humano dedican crear arma acabar humano naturaleza planeta destruyendo inteligencia humana ahora inteligencia artifici seguirla destruyendo planeta buey degolladero falta cordura inteligencia gobernant mundo lugar sabio volvieron necio ambici dinero pueblo sufriendo cuna lleno cuenta poblaci padeciendo dere perdido sensibilidad razonar persona dependencia humanitaria llegar humanidad dere nivel mundial entorpecido poder importa acabar habitan ignorancia humano dicen sagrado libro maldito hombr conf hombr sabidur hombr torp negligent,-1.0
7210,Yx-P3_i1yEU,UCBWrxfSP9OF8qLF-C6SXeIw,"Están hablando tonterias eso yá pasó de moda porque Rusia tiene armamentos superiores y todo lo que hace Ee Uu. Son las malas ideas de los paisea invasores ,ambiciosos o saqueadores y Rusia ganará porque no lo vas a poder juzgar",[0. 0. 0. ... 0. 0. 0.],hablando tonteria moda rusia armamento superior hace mala idea paisea invasor ambicioso saqueador rusia ganar poder juzgar,-1.0
7211,Yx-P3_i1yEU,UCT_OXiMV4zPJgsaZzH2F7VA,"Pura paja este documental. Los gringos de mi3rda y sus aliados como israel también as3sinos, son lo máximo, los inteligentes, los buenos, etc... y  que deben cuidarse de los Rusos pues  son los malos. Por causa de los EEUU se ha as3sinado a tanta gente en el mundo en los últimos 100 años que en toda la historia de la humanidad en guerras. Pero ellos son los buenos....",[0. 0. 0. ... 0. 0. 0.],pura paja document gringo aliado israel tambi sino ximo inteligent bueno deben cuidars ruso pue malo causa eeuu sinado tanta gent mundo ltimo toda historia humanidad guerra bueno,-1.0
7217,Yx-P3_i1yEU,UC7vIOpuQCvqaHLL5_evQOoQ,Eso es queño y hocsoleto a lo que viene que destruira todo aquello creado con la sobervia y anvicion del hombre politico neutro en su actuar,[0. 0. 0. ... 0. 0. 0.],hocsoleto vien destruira aquello creado sobervia anvicion hombr politico neutro actuar,-1.0
7218,Yx-P3_i1yEU,UCDoAY3OOE9NNPc9JeQYIWvQ,Que pena da la impresión de de que los líderes políticos no tienen capacidades y actúan como adolescentes estudiantes de secundaria.,[0. 0. 0. ... 0. 0. 0.],pena impresi dere tico capacidad adolescent estudiant secundaria,-1.0
7225,GsMKCfKtm3I,UC-Unu6jO5S8VNQ5vlzWpOxQ,Es la realidad que pasa pero es culpa de los grandes industrias que se basan más al dinero y no les importa la contaminación que realizan.,[0. 0. 0. ... 0. 0. 0.],realidad pasa culpa grand industria basan dinero importa contaminaci realizan,-1.0
7226,GsMKCfKtm3I,UC5Kowu5i3P4VnlpZPF0eqKw,"Subsidios, ayudas.... se repite constantemente en el video y es falso, la PAC son indemnizaciones por obligar a los agricultores a cultivar con los estándares que políticos en Bruselas consideran que son los correctos, eso sí, cuando hay que importar de zona extracomunitaria miramos para otro lado utilizando al sector primario como moneda de cambio para otros sectores.
Por cierto, esta semana he hecho la PAC sin cumplir ningún ecoregimen, estamos hartos de sus limitaciones, si queréis pagar algo de la PAC hacerlo y sino quedaros con el dinero.",[0. 0. 0. ... 0. 0. 0.],subsidio ayuda repit constantement video falso indemnizacion obligar agricultor cultivar ndare tico brusela consideran correcto importar zona extracomunitaria miramo lado utilizando sector primario moneda cambio sector cierto semana hecho cumplir ning ecoregimen harto limitacion quer pagar hacerlo sino quedaro dinero,-1.0
7227,GsMKCfKtm3I,UC9ZrWbbhFmjg5TEAz85hS5g,"Hay que aumentar la producción de alimento y desperdiciamos más alimento, producir y producir, desperdiciar y desperdiciar.",[0. 0. 0. ... 0. 0. 0.],aumentar producci alimento desperdiciamo alimento producir producir desperdiciar desperdiciar,-1.0
7228,GsMKCfKtm3I,UCZNIpQzYm5yF85I8Hhh7ipg,"Deberia estar prohibido que los politicos sean al mismo tiempo empresarios, porque la pretencion de usar su cargo a su favor es totalmente obvia.",[0. 0. 0. ... 0. 0. 0.],deberia prohibido politico mismo tiempo empresario pretencion usar cargo favor totalment obvia,-1.0
7229,GsMKCfKtm3I,UCng7IpWDo1JSERtVe53UVLw,"El Parlamento Europeo..es corrupto..es un Parlamento Nazi..al servicio de USA....el Parlamento Europeo tiene más poder que los Gobiernos de cada Pais..el Parlamento Europeo..debe desaparecer..es cada País , cada Presidente o cada Primer Ministro , deben decidir , no el Parlamento.",[0. 0. 0. ... 0. 0. 0.],parlamento europeo corrupto parlamento nazi servicio parlamento europeo poder gobierno cada pai parlamento europeo debe desaparec cada cada president cada primer ministro deben decidir parlamento,-1.0
7231,GsMKCfKtm3I,UCErfQMtnQgmllUk1yDN7mXg,la agricultura no causa daños ambientales. tienen mierda en la cabeza los que dicen esa bazura,[0. 0. 0. ... 0. 0. 0.],agricultura causa ambiental mierda cabeza dicen bazura,-1.0
7234,GsMKCfKtm3I,UCauYGpxX8XhgAg9lljnlPlw,Los  cientificos  son honestos y los diputados son unos corruptos porque solo hacen prevalecer los intereses de los empresarios mafiosos  de fertilizantes.Esto tambien pasa en Perú donde los congresistas son unos mafiosos porque siempre perjudican a los campesinos y defienden a los corruptos grupos de poder que son muchos agroexportadores.,[0. 0. 0. ... 0. 0. 0.],cientifico honesto diputado corrupto solo hacen prevalec interes empresario mafioso fertilizant tambien pasa congresista mafioso siempr perjudican campesino defienden corrupto grupo poder agroexportador,-1.0
7241,NVC-QOxug_c,UCWahGXaJRhRtRQIs6kPX72w,"Realidad:Callate
Mente:te odio",[0. 0. 0. ... 0. 0. 0.],realidad callat ment odio,-1.0
